,unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,linked_data_uri,source_file_x,combined_address_x,ADDRESS_V1,fuzzy_match,match_confidence,LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,CURRENT_ENERGY_RATING,POTENTIAL_ENERGY_RATING,CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,PROPERTY_TYPE,BUILT_FORM,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,TRANSACTION_TYPE,ENVIRONMENT_IMPACT_CURRENT,ENVIRONMENT_IMPACT_POTENTIAL,ENERGY_CONSUMPTION_CURRENT,ENERGY_CONSUMPTION_POTENTIAL,CO2_EMISSIONS_CURRENT,CO2_EMISS_CURR_PER_FLOOR_AREA,CO2_EMISSIONS_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,TOTAL_FLOOR_AREA,ENERGY_TARIFF,MAINS_GAS_FLAG,FLOOR_LEVEL,FLAT_TOP_STOREY,FLAT_STOREY_COUNT,MAIN_HEATING_CONTROLS,MULTI_GLAZE_PROPORTION,GLAZED_TYPE,GLAZED_AREA,EXTENSION_COUNT,NUMBER_HABITABLE_ROOMS,NUMBER_HEATED_ROOMS,LOW_ENERGY_LIGHTING,NUMBER_OPEN_FIREPLACES,HOTWATER_DESCRIPTION,HOT_WATER_ENERGY_EFF,HOT_WATER_ENV_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,WALLS_DESCRIPTION,WALLS_ENERGY_EFF,WALLS_ENV_EFF,SECONDHEAT_DESCRIPTION,SHEATING_ENERGY_EFF,SHEATING_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,MAIN_FUEL,WIND_TURBINE_COUNT,HEAT_LOSS_CORRIDOR,UNHEATED_CORRIDOR_LENGTH,FLOOR_HEIGHT,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,MECHANICAL_VENTILATION,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,CONSTRUCTION_AGE_BAND,LODGEMENT_DATETIME,TENURE,FIXED_LIGHTING_OUTLETS_COUNT,LOW_ENERGY_FIXED_LIGHT_COUNT,UPRN,UPRN_SOURCE,REPORT_TYPE,source_file_y,combined_address_y,_merge
6734,25E9DA80-6A73-555E-E063-4704A8C066F2,562350,2024-10-04,SL6 2PD,S,N,F,nan,22,STEWART CLOSE,FIFIELD,MAIDENHEAD,WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,A,http://landregistry.data.gov.uk/data/ppi/transaction/25E9DA80-6A73-555E-E063-4704A8C066F2/current,./data-land_registry/SL6-march2020-to-nov2025.csv,22 stewart close nan sl6 2pd,22 STEWART CLOSE SL6 2PD,22 stewart close fifield sl6 2pd,83.33333333333334,cef3bbf7924e6dcb030d060e649bddb8892f23154e9af59e017bb7150af1e014,22 Stewart Close,Fifield,,SL6 2PD,10006146863.0,D,C,59.0,78.0,House,Semi-Detached,2024-06-20,E06000040,E14000803,,2024-06-20,marketed sale,54.0,75.0,265.0,129.0,4.6,47.0,2.3,161.0,117.0,1220.0,1118.0,493.0,151.0,99.0,Single,Y,,,,,63.0,"double glazing, unknown install date",Normal,1.0,4.0,4.0,62.0,0.0,"From main system, no cylinder thermostat",Average,Average,"Solid, no insulation (assumed)",,,Partial double glazing,Poor,Poor,"Cavity wall, filled cavity",Average,Average,"Room heaters, electric",,,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 62% of fixed outlets,Good,Good,mains gas (not community),0.0,,,2.37,0.0,N,natural,"22 Stewart Close, Fifield",Windsor and Maidenhead,Maidenhead,MAIDENHEAD,England and Wales: 1950-1966,2024-06-20 17:08:32,Owner-occupied,13.0,,200001614883.0,Energy Assessor,100.0,data-epc/domestic-E06000040-Windsor-and-Maidenhead/certificates.csv,22 stewart close fifield sl6 2pd,both
6735,1C3E72FD-D408-F410-E063-4804A8C0DFA6,775000,2024-06-06,SL6 2PD,S,N,F,nan,23,STEWART CLOSE,FIFIELD,MAIDENHEAD,WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,A,http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FD-D408-F410-E063-4804A8C0DFA6/current,./data-land_registry/SL6-march2020-to-nov2025.csv,23 stewart close nan sl6 2pd,23 STEWART CLOSE SL6 2PD,23 stewart close fifield sl6 2pd,83.33333333333334,41e2e94ec4ac2369e722e6bcc243d72db3f1e0a854e26defb216416f049859bf,23 Stewart Close,Fifield,,SL6 2PD,10005739370.0,C,B,74.0,84.0,House,Detached,2024-03-26,E06000040,E14000803,,2024-03-28,marketed sale,70.0,81.0,153.0,90.0,4.0,27.0,2.4,163.0,163.0,1187.0,1054.0,252.0,162.0,148.0,Single,Y,,,,,100.0,double glazing installed during or after 2002,More Than Typical,1.0,5.0,5.0,96.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Average,Average,,,,"Pitched, 300 mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 96% of fixed outlets,Very Good,Very Good,mains gas (not community),0.0,,,2.26,0.0,N,natural,"23 Stewart Close, Fifield",Windsor and Maidenhead,Maidenhead,MAIDENHEAD,England and Wales: 1950-1966,2024-03-28 08:15:30,Owner-occupied,24.0,,200001614884.0,Energy Assessor,100.0,data-epc/domestic-E06000040-Windsor-and-Maidenhead/certificates.csv,23 stewart close fifield sl6 2pd,both
6736,E53EDD2D-57F2-83EC-E053-6B04A8C03A59,617500,2022-07-08,SL6 2PD,S,N,F,nan,24,STEWART CLOSE,FIFIELD,MAIDENHEAD,WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,A,http://landregistry.data.gov.uk/data/ppi/transaction/E53EDD2D-57F2-83EC-E053-6B04A8C03A59/current,./data-land_registry/SL6-march2020-to-nov2025.csv,24 stewart close nan sl6 2pd,24 STEWART CLOSE SL6 2PD,24 stewart close fifield sl6 2pd,83.33333333333334,633674685932011052419523787268905,"24, Stewart Close",Fifield,,SL6 2PD,8517996868.0,D,D,56.0,64.0,House,Semi-Detached,2011-05-24,E06000040,E14000803,,2011-05-24,marketed sale,50.0,59.0,263.0,210.0,6.9,51.0,5.5,104.0,60.0,1068.0,891.0,131.0,108.0,136.64,Single,Y,NODATA!,,,2104.0,100.0,double glazing installed before 2002,Normal,1.0,6.0,6.0,27.0,1.0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Timber frame, as built, partial insulation (assumed)",Average,Average,"Room heaters, mains gas",,,"Pitched, 100mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 27% of fixed outlets,Average,Average,mains gas (not community),0.0,NO DATA!,,2.37,0.0,,natural,"24, Stewart Close, Fifield",Windsor and Maidenhead,Maidenhead,MAIDENHEAD,England and Wales: 1950-1966,2011-05-24 19:52:37,owner-occupied,11.0,3.0,200001614885.0,Address Matched,100.0,data-epc/domestic-E06000040-Windsor-and-Maidenhead/certificates.csv,24 stewart close fifield sl6 2pd,both
6737,FFA361DA-86FA-8A03-E053-4804A8C01F61,885000,2023-05-24,SL6 2PD,D,N,F,nan,27,STEWART CLOSE,FIFIELD,MAIDENHEAD,WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,A,http://landregistry.data.gov.uk/data/ppi/transaction/FFA361DA-86FA-8A03-E053-4804A8C01F61/current,./data-land_registry/SL6-march2020-to-nov2025.csv,27 stewart close nan sl6 2pd,27 STEWART CLOSE SL6 2PD,27 stewart close fifield sl6 2pd,83.33333333333334,0776fa0850ffe7d2fc001e48911778634b26100b60f1ec0465fed997d671c9a0,27 Stewart Close,Fifield,,SL6 2PD,10003750574.0,D,B,68.0,81.0,Bungalow,Detached,2022-12-08,E06000040,E14000803,,2022-12-12,marketed sale,62.0,76.0,209.0,119.0,3.9,37.0,2.3,98.0,98.0,660.0,576.0,87.0,60.0,106.0,Single,Y,,,,,85.0,"double glazing, unknown install date",Normal,0.0,5.0,5.0,87.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Mostly double glazing,Average,Average,"Cavity wall, filled cavity",Average,Average,"Room heaters, mains gas",,,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 87% of fixed outlets,Very Good,Very Good,mains gas (not community),0.0,,,2.27,0.0,N,natural,"27 Stewart Close, Fifield",Windsor and Maidenhead,Maidenhead,MAIDENHEAD,England and Wales: 1967-1975,2022-12-12 17:15:16,Owner-occupied,15.0,,200001614888.0,Energy Assessor,100.0,data-epc/domestic-E06000040-Windsor-and-Maidenhead/certificates.csv,27 stewart close fifield sl6 2pd,both
6738,3DCCB7C9-9F9A-5B9D-E063-4704A8C0331E,695000,2025-08-15,SL6 2PD,S,N,F,nan,41,STEWART CLOSE,FIFIELD,MAIDENHEAD,WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,A,http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7C9-9F9A-5B9D-E063-4704A8C0331E/current,./data-land_registry/SL6-march2020-to-nov2025.csv,41 stewart close nan sl6 2pd,41 STEWART CLOSE SL6 2PD,41 stewart close fifield sl6 2pd,83.33333333333334,1415201548552016030322210996060247,"41, Stewart Close",Fifield,,SL6 2PD,2741862478.0,D,B,64.0,82.0,House,Semi-Detached,2016-03-03,E06000040,E14000803,,2016-03-03,marketed sale,56.0,77.0,233.0,111.0,5.2,41.0,2.5,72.0,72.0,993.0,648.0,100.0,100.0,126.0,Single,Y,NODATA!,,,2106.0,80.0,"double glazing, unknown install date",Normal,1.0,5.0,5.0,100.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,,Mostly double glazing,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,,,,"Pitched, 50 mm loft insulation",Poor,Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0.0,NO DATA!,,,,N,natural,"41, Stewart Close, Fifield",Windsor and Maidenhead,Maidenhead,MAIDENHEAD,England and Wales: 1950-1966,2016-03-03 22:21:09,owner-occupied,,,200001614900.0,Address Matched,100.0,data-epc/domestic-E06000040-Windsor-and-Maidenhead/certificates.csv,41 stewart close fifield sl6 2pd,both
6739,3DCCB7C9-9F9A-5B9D-E063-4704A8C0331E,695000,2025-08-15,SL6 2PD,S,N,F,nan,41,STEWART CLOSE,FIFIELD,MAIDENHEAD,WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,A,http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7C9-9F9A-5B9D-E063-4704A8C0331E/current,./data-land_registry/SL6-march2020-to-nov2025.csv,41 stewart close nan sl6 2pd,41 STEWART CLOSE SL6 2PD,41 stewart close fifield sl6 2pd,83.33333333333334,8e6ee9fe7547f931095c2be8c1d3c5098f686893e42946b2c105c41c2b371544,41 Stewart Close,Fifield,,SL6 2PD,10007796095.0,D,D,64.0,68.0,House,Semi-Detached,2025-06-17,E06000040,E14001348,,2025-06-18,marketed sale,66.0,68.0,189.0,173.0,4.5,29.0,4.2,73.0,73.0,1482.0,1425.0,186.0,186.0,155.0,Single,Y,,,,,100.0,,,1.0,7.0,7.0,95.0,1.0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, wood logs",,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas, Boiler and underfloor heating, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Good lighting efficiency,Good,Good,mains gas (not community),0.0,,,2.34,0.0,N,,"41 Stewart Close, Fifield",Windsor and Maidenhead,,MAIDENHEAD,England and Wales: 1950-1966,2025-06-18 09:23:50,Owner-occupied,41.0,,200001614900.0,Energy Assessor,100.0,data-epc/domestic-E06000040-Windsor-and-Maidenhead/certificates.csv,41 stewart close fifield sl6 2pd,both
6747,3B5CE841-6D00-EE3A-E063-4804A8C0D6F1,600000,2025-03-31,SL6 2PQ,S,N,F,nan,8,MANOR GROVE,FIFIELD,MAIDENHEAD,WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,A,http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE841-6D00-EE3A-E063-4804A8C0D6F1/current,./data-land_registry/SL6-march2020-to-nov2025.csv,8 manor grove nan sl6 2pq,8 MANOR GROVE SL6 2PQ,8 manor grove fifield sl6 2pq,81.4814814814815,5231b4c7f6bd24d3585ac19f59ab624359fe83cac65adfd1a2ec61c21069a931,8 Manor Grove,Fifield,,SL6 2PQ,10005034819.0,D,B,57.0,84.0,Bungalow,Semi-Detached,2023-09-15,E06000040,E14000803,,2023-09-15,marketed sale,48.0,80.0,295.0,97.0,5.5,52.0,1.8,156.0,156.0,2273.0,1141.0,351.0,210.0,105.0,Unknown,Y,,,,,100.0,"double glazing, unknown install date",Normal,0.0,5.0,5.0,100.0,0.0,From main system,Good,Good,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,,,,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0.0,,,2.4,0.0,N,natural,"8 Manor Grove, Fifield",Windsor and Maidenhead,Maidenhead,MAIDENHEAD,England and Wales: 1950-1966,2023-09-15 21:07:54,Owner-occupied,16.0,,100080360572.0,Energy Assessor,100.0,data-epc/domestic-E06000040-Windsor-and-Maidenhead/certificates.csv,8 manor grove fifield sl6 2pq,both
6748,FD226035-8864-4CB7-E053-4804A8C00430,550000,2023-04-12,SL6 2PQ,S,N,F,nan,18,MANOR GROVE,FIFIELD,MAIDENHEAD,WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,A,http://landregistry.data.gov.uk/data/ppi/transaction/FD226035-8864-4CB7-E053-4804A8C00430/current,./data-land_registry/SL6-march2020-to-nov2025.csv,18 manor grove nan sl6 2pq,18 MANOR GROVE SL6 2PQ,18 manor grove fifield sl6 2pq,82.14285714285714,172d2c326988cdf5a84f5b51cff5689853779467bcd19cdc529282374a389a82,18 Manor Grove,Fifield,,SL6 2PQ,10003141093.0,E,B,51.0,83.0,Bungalow,Semi-Detached,2022-09-12,E06000040,E14000803,,2022-09-14,marketed sale,42.0,80.0,345.0,99.0,6.1,61.0,1.8,84.0,84.0,1026.0,492.0,110.0,69.0,100.0,Single,Y,,,,,100.0,"double glazing, unknown install date",Normal,2.0,5.0,5.0,100.0,0.0,From main system,Good,Good,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,,,,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0.0,,,2.34,0.0,N,natural,"18 Manor Grove, Fifield",Windsor and Maidenhead,Maidenhead,MAIDENHEAD,England and Wales: 1950-1966,2022-09-14 10:14:09,Owner-occupied,13.0,,100080360581.0,Energy Assessor,100.0,data-epc/domestic-E06000040-Windsor-and-Maidenhead/certificates.csv,18 manor grove fifield sl6 2pq,both
6934,E073986A-CDE8-2134-E053-6C04A8C0233B,965000,2022-04-06,SL6 2US,D,N,F,nan,3,DAIRY COURT,HOLYPORT,MAIDENHEAD,WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,A,http://landregistry.data.gov.uk/data/ppi/transaction/E073986A-CDE8-2134-E053-6C04A8C0233B/current,./data-land_registry/SL6-march2020-to-nov2025.csv,3 dairy court nan sl6 2us,3 DAIRY COURT SL6 2US,3 dairy court holyport sl6 2us,80.0,192353640262008112712213364838328,"3, Dairy Court",Holyport,,SL6 2US,2618494568.0,D,D,59.0,62.0,House,Detached,2008-11-27,E06000040,E14000803,,2008-11-27,rental (private),62.0,64.0,244.0,236.0,6.3,35.0,6.1,157.0,81.0,851.0,866.0,143.0,143.0,169.06,Single,Y,NO DATA!,,,2106.0,100.0,double glazing installed before 2002,Normal,0.0,7.0,7.0,6.0,1.0,From main system,Good,Good,"Solid, limited insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,"Room heaters, wood logs",,,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Average,Average,Low energy lighting in 6% of fixed outlets,Very Poor,Very Poor,mains gas - this is for backwards compatibility only and should not be used,0.0,NO DATA!,,2.36,0.0,N,natural,"3, Dairy Court, Holyport",Windsor and Maidenhead,Maidenhead,MAIDENHEAD,England and Wales: 1996-2002,2008-11-27 12:21:33,rental (private),,,10012306120.0,Address Matched,100.0,data-epc/domestic-E06000040-Windsor-and-Maidenhead/certificates.csv,3 dairy court holyport sl6 2us,both
6935,E073986A-CDE8-2134-E053-6C04A8C0233B,965000,2022-04-06,SL6 2US,D,N,F,nan,3,DAIRY COURT,HOLYPORT,MAIDENHEAD,WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,A,http://landregistry.data.gov.uk/data/ppi/transaction/E073986A-CDE8-2134-E053-6C04A8C0233B/current,./data-land_registry/SL6-march2020-to-nov2025.csv,3 dairy court nan sl6 2us,3 DAIRY COURT SL6 2US,3 dairy court holyport sl6 2us,80.0,192353604912019091821450099910256,"3, Dairy Court",Holyport,,SL6 2US,2618494568.0,C,B,75.0,82.0,House,Detached,2019-09-18,E06000040,E14000803,,2019-09-18,rental (private),71.0,78.0,141.0,100.0,4.4,25.0,3.1,103.0,103.0,711.0,713.0,128.0,84.0,176.0,Single,Y,NODATA!,,,2106.0,100.0,"double glazing, unknown install date",Normal,0.0,7.0,7.0,100.0,0.0,From main system,Good,Good,"Suspended, limited insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,,,,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0.0,NO DATA!,,,,N,natural,"3, Dairy Court, Holyport",Windsor and Maidenhead,Maidenhead,MAIDENHEAD,England and Wales: 1996-2002,2019-09-18 21:45:00,rental (private),,,10012306120.0,Address Matched,100.0,data-epc/domestic-E06000040-Windsor-and-Maidenhead/certificates.csv,3 dairy court holyport sl6 2us,both
6936,09266DDB-8431-AF90-E063-4704A8C02087,1525000,2023-07-31,SL6 2US,D,N,F,nan,6,DAIRY COURT,HOLYPORT,MAIDENHEAD,WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,A,http://landregistry.data.gov.uk/data/ppi/transaction/09266DDB-8431-AF90-E063-4704A8C02087/current,./data-land_registry/SL6-march2020-to-nov2025.csv,6 dairy court nan sl6 2us,6 DAIRY COURT SL6 2US,6 dairy court holyport sl6 2us,80.0,05bac9d946bd20f8ed506f0b9165a2ade92b87554ba3535375043791d96d1480,6 Dairy Court,Holyport,,SL6 2US,10003654470.0,C,C,73.0,77.0,House,Detached,2022-11-22,E06000040,E14000803,,2022-11-23,marketed sale,70.0,74.0,146.0,124.0,6.2,23.0,5.3,149.0,149.0,1194.0,1194.0,132.0,132.0,267.0,Single,Y,,,,,100.0,"double glazing, unknown install date",Normal,1.0,9.0,9.0,100.0,0.0,From main system,Good,Good,"Suspended, limited insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,"Room heaters, wood logs",,,"Pitched, insulated (assumed)",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0.0,,,2.57,0.0,N,natural,"6 Dairy Court, Holyport",Windsor and Maidenhead,Maidenhead,MAIDENHEAD,England and Wales: 1996-2002,2022-11-23 11:10:02,Owner-occupied,16.0,,10012306123.0,Energy Assessor,100.0,data-epc/domestic-E06000040-Windsor-and-Maidenhead/certificates.csv,6 dairy court holyport sl6 2us,both
7095,F5E8B080-E341-3A13-E053-6C04A8C060B7,3805000,2022-04-13,SL6 3BF,D,N,F,nan,COTTINGHAM,WOOLLEY AVENUE,LITTLEWICK GREEN,MAIDENHEAD,WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,A,http://landregistry.data.gov.uk/data/ppi/transaction/F5E8B080-E341-3A13-E053-6C04A8C060B7/current,./data-land_registry/SL6-march2020-to-nov2025.csv,cottingham woolley avenue nan sl6 3bf,COTTINGHAM WOOLLEY AVENUE SL6 3BF,cottingham woolley avenue littlewick green sl6 3bf,80.45977011494253,1338073481952015071615562792950038,Cottingham,Woolley Avenue,Littlewick Green,SL6 3BF,862127378.0,B,B,87.0,87.0,House,Detached,2015-07-16,E06000040,E14000803,,2015-07-16,new dwelling,85.0,85.0,59.0,59.0,6.6,10.0,6.6,165.0,165.0,1586.0,1586.0,128.0,128.0,633.0,standard tariff,,NO DATA!,,,,,NO DATA!,NO DATA!,,,,,0.0,From main system,Good,Good,Average thermal transmittance 0.11 W/m-¦K,Very Good,Very Good,High performance glazing,Very Good,Very Good,Average thermal transmittance 0.25 W/m-¦K,Very Good,Very Good,,,,Average thermal transmittance 0.17 W/m-¦K,Good,Good,"Boiler & underfloor, mains gas",Good,Good,Time and temperature zone control,Very Good,Very Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,,NO DATA!,,,,,NO DATA!,"Cottingham, Woolley Avenue, Littlewick Green",Windsor and Maidenhead,Maidenhead,MAIDENHEAD,NO DATA!,2015-07-16 15:56:27,unknown,1.0,1.0,10012332863.0,Address Matched,101.0,data-epc/domestic-E06000040-Windsor-and-Maidenhead/certificates.csv,cottingham woolley avenue littlewick green sl6 3bf,both
7096,F5E8B080-E341-3A13-E053-6C04A8C060B7,3805000,2022-04-13,SL6 3BF,D,N,F,nan,COTTINGHAM,WOOLLEY AVENUE,LITTLEWICK GREEN,MAIDENHEAD,WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,A,http://landregistry.data.gov.uk/data/ppi/transaction/F5E8B080-E341-3A13-E053-6C04A8C060B7/current,./data-land_registry/SL6-march2020-to-nov2025.csv,cottingham woolley avenue nan sl6 3bf,COTTINGHAM WOOLLEY AVENUE SL6 3BF,cottingham woolley avenue littlewick green sl6 3bf,80.45977011494253,ae31d6368181505082f8a190713d85cd10a886f7e97839aa074bd8ed94634a8e,Cottingham,Woolley Avenue,Littlewick Green,SL6 3BF,862127378.0,C,C,72.0,72.0,House,Detached,2025-07-25,E06000040,E14001348,,2025-07-29,marketed sale,77.0,77.0,101.0,101.0,11.0,15.0,11.0,205.0,205.0,6585.0,6585.0,260.0,260.0,705.0,Unknown,Y,,,,,100.0,,,1.0,12.0,12.0,88.0,,From main system,Good,Good,"Solid, insulated (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,"Room heaters, wood logs",,,"Pitched, insulated (assumed)",Very Good,Very Good,"Boiler with radiators and underfloor heating, mains gas",Good,Good,Time and temperature zone control,Very Good,Very Good,Below average lighting efficiency,Average,Average,mains gas (not community),0.0,,,2.78,20.0,N,mechanical ventilation with heat recovery (MVHR),"Cottingham, Woolley Avenue, Littlewick Green",Windsor and Maidenhead,,MAIDENHEAD,England and Wales: 2012-2021,2025-07-29 08:14:09,Owner-occupied,172.0,,10012332863.0,Energy Assessor,100.0,data-epc/domestic-E06000040-Windsor-and-Maidenhead/certificates.csv,cottingham woolley avenue littlewick green sl6 3bf,both
7097,FD226035-86F1-4CB7-E053-4804A8C00430,828000,2023-03-30,SL6 3BF,D,N,F,nan,GATE LODGE,WOOLLEY AVENUE,LITTLEWICK GREEN,MAIDENHEAD,WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,A,http://landregistry.data.gov.uk/data/ppi/transaction/FD226035-86F1-4CB7-E053-4804A8C00430/current,./data-land_registry/SL6-march2020-to-nov2025.csv,gate lodge woolley avenue nan sl6 3bf,GATE LODGE WOOLLEY AVENUE SL6 3BF,gate lodge woolley avenue littlewick green sl6 3bf,80.45977011494253,1430254319022016040411460143248986,Gate Lodge,Woolley Avenue,Littlewick Green,SL6 3BF,8468173478.0,C,A,75.0,113.0,House,NO DATA!,2016-04-04,E06000040,E14000803,,2016-04-04,new dwelling,78.0,113.0,158.0,-109.0,1.7,26.0,-1.3,46.0,46.0,352.0,352.0,100.0,63.0,67.0,standard tariff,,NO DATA!,,,,,NO DATA!,NO DATA!,,,,,0.0,From main system,Good,Good,Average thermal transmittance 0.17 W/m-¦K,Very Good,Very Good,High performance glazing,Very Good,Very Good,Average thermal transmittance 0.20 W/m-¦K,Very Good,Very Good,"Room heaters, wood logs",,,Average thermal transmittance 0.12 W/m-¦K,Very Good,Very Good,"Boiler & underfloor, mains gas",Good,Good,Time and temperature zone control,Very Good,Very Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,,NO DATA!,,,,,NO DATA!,"Gate Lodge, Woolley Avenue, Littlewick Green",Windsor and Maidenhead,Maidenhead,MAIDENHEAD,NO DATA!,2016-04-04 11:46:01,unknown,10.0,10.0,100081045473.0,Address Matched,101.0,data-epc/domestic-E06000040-Windsor-and-Maidenhead/certificates.csv,gate lodge woolley avenue littlewick green sl6 3bf,both
